affiliation_id,affiliation_name,affiliation_country,affiliation_city
118050283,Foundation for Goodness,Sri Lanka,
118050373,HCG Cancer Center,India,Vadodara
118050526,Bureau of Jail Management and Penology,Philippines,
118052040,Climate and Energy Program,United States,Cambridge
118060129,Cantonal Hospital Zenica,Bosnia and Herzegovina,Zenica
118062107,Biosafety and Environment Section,Philippines,
118062472,Hubei Province Key Laboratory of Occupational Hazard Identification and Control,China,Wuhan
118063172,City Health Office of Puerto Princesa,Philippines,
118063839,Syreon Research Institute,Hungary,Budapest
118065297,Department of Fisheries,Thailand,Bangkok
118065509,Department of Immunoanalysis,Estonia,Tartu
118067861,Indian Institute of Rice Research,India,Hyderabad
118068011,"Oscar M. Lopez Center for Climate Change Adaptation and Disaster Risk Management Foundation, Inc.",Philippines,Manila
118068151,Princess of Naradhiwas University,Thailand,
118068340,Ecosystems Research and Development Bureau,Philippines,Los Banos
118069322,Department of Otorhinolaryngology,Australia,Sydney
118070269,Jilin Province Engineering Laboratory of Plant Genetic Improvement,China,Changchun
118071818,College of Business and Accountancy,Philippines,
118071967,Center for Educational Research and Development,Croatia,Zagreb
118072276,Austin Clinical School,Australia,Melbourne
118072563,School of Medicine,Uruguay,Montevideo
118075256,Unit 11-I the Capital Towers,Philippines,Manila
118075967,Research Center for Marine and Fisheries Socio Economics,Indonesia,Jakarta
118077162,Biodiversity Unit,Finland,Turku
118077181,Division of Molecular and Clinical Medicine,United Kingdom,Dundee
118077514,National Graduate School of Engineering,Philippines,Quezon City
118079734,Department of Family Medicine,Canada,Hamilton
118086737,Indonesian Palm Crops Research Institute,Indonesia,Manado
118086907,Employee State Insurance Post Graduate Institute of Medical Sciences and Research,India,Bengaluru
118089222,Ministry of Public Health,Qatar,Doha
118096029,Departments of Pediatrics and Neurology,United States,
118096550,Kawasaki Research Laboratories,Japan,Kawasaki
118097605,British University,United Arab Emirates,
118097931,Former division chief of the Bureau of Fisheries and Aquatic Resources,Philippines,
118098170,Southeast Asian Fisheries Development Center‐Aquaculture,Philippines,
118100928,Sanofi Pasteur Asia & JPAC Region,Singapore,Singapore City
118101004,Admiraal de Ruiter Hospital,Netherlands,Goes
118101344,Municipal Medical Officer of Health,Philippines,
118103628,Mariano Marcos Memorial Hospital,Philippines,
118103766,Grant Associates,Singapore,
118104966,Department of Medical Oncology,Singapore,Singapore City
118105004,Deparment of ENT Head and Neck Surgery,Philippines,
118106721,Philippine Health Social Sciences Association,Philippines,
118107274,Physics Department De la Salle University,Philippines,
118107631,Luke Foundation,Philippines,
118107707,Polio Eradication Programme,Congo,Brazzaville
118108789,Department of Neuroscience,,Bucharest
118108795,Institute of Molecular Biology & Biotechnology,Pakistan,Multan
118108825,Department of Cardiology,Philippines,Makati
118108894,Orthopedic Centre,Singapore,Singapore City
118109116,Provincial Government of Bataan,Philippines,
118109314,Lifelines Cohort Study,Netherlands,Groningen
118109532,MUNICIPALITY OF SAN JUAN,Puerto Rico,Rico
118112080,Research Institute for Interdisciplinary Science,Japan,Okayama
118112630,Mataram University,Indonesia,Mataram
118115340,CE Dept. De,Philippines,Manila
118115341,EUP Executive Information System,Philippines,Quezon City
118115343,Information Management Service,Philippines,Manila
118122529,"Care Products, Inc.",Philippines,
118123234,"Philippine Librarians Association, Inc.",Philippines,
118123507,“Arabkir” Medical Center,Armenia,Yerevan
118134606,Cuernavaca,Mexico,
118137215,St. Mary's College,Philippines,Quezon City
118137216,University of Agriculture,South Korea,
118140378,Pyrometallurgy Innovation Centre (PYROSEARCH),Australia,Brisbane
118140431,Department of Agroecology and Environment,Switzerland,Zurich
118142394,Beleura Private and Frankston Hospitals,Australia,
118142406,General of the National Statistical Coordination Board,Philippines,
118144050,Ying Chi Ho Anthony Clinic,Hong Kong,Hong Kong
118145648,"Department of Humanities, Social Sciences and Cultural Industries",Italy,Parma
118149937,"Shell Kwong Sir Enterprise Co., Ltd.",Taiwan,Tainan
118150482,"Kilusan Ligtas Malaria/Pilipinas Shell Foundation, Inc.",Philippines,
118153678,"Kilusan Ligtas Malaria/Pilipinas Shell Foundation, Inc. SPS Government Center",Philippines,
118153720,Shell Abu Dhabi B.V.,United Arab Emirates,Abu Dhabi
118154957,School of Natural and Environmental Sciences,United Kingdom,Newcastle
118156094,Shell Petroleum Development Company,Nigeria,Port Harcourt
118159502,Yezin Agricultural University,Myanmar,
118159690,Beijing Geriatric Hospital,China,Beijing
118159753,Southern Adelaide Local Health Network,Australia,Adelaide
118161315,Department of Vitreoretina and Uvea,India,Noida
118162784,Museo Pambata,Philippines,
118163653,Metropolitan Medical Centre,Philippines,Manila
118165558,University of Nursing,Myanmar,Yangon
118165574,Association of Regional Econometrics and Environmental Studies (AREES),Japan,
118166303,Center for Health Statistics and Information,China,Beijing
118167760,Madre de Amor Hospice Foundation Inc.,Philippines,Los Banos
118167813,Kharkov City Clinical Hospital,Ukraine,Odessa
118168323,Zespol Opieki Zdrowotnej w Debicy,Poland,
118170451,Department of Palliative Medicine,India,Bengaluru
118170500,Economic Evaluation Service,United States,Rochester
118171577,Marine College,China,Weihai
118171580,School of Management,Philippines,Cebu
118184799,Westerdijk Fungal Biodiversity Institute,Netherlands,Utrecht
118184931,President of Xavier School,Philippines,Manila
118187119,Health Promotion and Communication Service,Philippines,
118187294,Disease Prevention and Control Bureau,Philippines,
118187640,Davao Medical School Foundation Inc.,Philippines,
118187706,General Santos City District Hospital,Philippines,
118188078,Philippine Movement Disorder Surgery Center,Philippines,San Juan
118188128,Department of Health,Philippines,
118188372,Department of Health,Philippines,
118188918,Department of Anesthesiology,Philippines,
118190210,St Martin De Porres Charity Hospital,Philippines,San Juan
118190444,Shijyonawate Gakuen University,Japan,Osaka
118191899,"Chevron Geothermal Philippines Holdings, Inc.",Philippines,Makati
118191976,Chevron Geothermal Services Company,Philippines,Makati
118192107,Shell Philippines Exploration B.V.,Philippines,Makati
118192221,Chevron Geothermal Indonesia Ltd,Indonesia,Jakarta
118192414,Shell Philippines Explor. and Prod.,Philippines,Manila
118192544,Shell Philippines Exploration BV,Philippines,Manila
118192632,Chevron Geothermal Salak,Indonesia,Jakarta
118192760,Chevron Geothermal and Power,Indonesia,Jakarta
118192959,Shell UK Ltd,United Kingdom,Ellesmere
118192983,Exploration B.V.,Philippines,
118193391,Movement Against Malaria Programme,Philippines,Manila
118194683,Department of Internal Medicine,Philippines,Manila
118194695,Department of Malikhaing Pagsulat (Creative Writing),Philippines,Quezon City
118195039,Philippine Heart Centre for Asia,Philippines,Manila
118196074,Department of Computer Science,Philippines,Cebu
118196075,Department of Biology and Environment Science,Philippines,Cebu
118196079,Biology and Environmental Studies Program,Philippines,Cebu
118196208,Department of Computer Engineering,Philippines,Angeles City
118196210,Center for Research and Development,Philippines,Angeles City
118196214,Engineering Management Department,Philippines,Angeles City
118196220,Department of Industrial Engineering,Philippines,Malolos
118196225,College of Arts and Sciences,Philippines,Tuguegarao
118196228,Department of Plant Sciences,Philippines,Bayombong
118196233,College of Engineering,Philippines,Vigan
118196234,Institute of Pharmaceutical Sciences,Philippines,Manila
118196238,Department of Biology,Philippines,Silang
118196245,College of Arts and Sciences,Philippines,Bacolod
118196469,Kalinga-Apayao State University,Philippines,
118196618,Health Policy Development and Planning Bureau,Philippines,Manila
118196637,EBMT Executive Office and JACIE Office,Spain,Barcelona
118196667,Filipino Department De la Salle University,Philippines,
118196733,National Center for Pharmaceutical Access Management,Philippines,
118196812,College of Liberal Arts De la Salle University,Philippines,
118197102,Hospital Sul-tanah Aminah Johin Bahru,Malaysia,Johor Bahru
118197342,Section of Neurosurgery,Philippines,Quezon City
118197668,Department of Health,Philippines,Manila
118197749,College of Medicine,Philippines,
118198407,NTU Food Technology Centre,Singapore,Singapore City
118198549,Center for Vaccine Development and Global Health,United States,Baltimore
118199015,Division of Nursing Research and Development,Philippines,Manila
118199440,"Chevron Geothermal Salak, Ltd",,
118200513,Department of Obstetrics,Philippines,Quezon City
118200519,And Biotechnology College of Science,Philippines,Quezon City
118200535,Department of Geo-Spatial Sciences and Technology,Namibia,Windhoek
118201016,Social Sciences Cluster,Philippines,Cebu
118201045,Department of Physical Education,Philippines,Angeles City
118201046,Philippines; Virata School of Business,Philippines,Angeles City
118201055,College of Public Health,Philippines,Manila
118201056,Institute of Molecular Biology and Biotechnology,Philippines,Manila
118201057,Institute of Health Policy and Development Studies,Philippines,Manila
118201061,Hospitality and Tourism Department,Philippines,Quezon City
118201299,"Lupus Europe, Co-Opted Trustee for Research",United Kingdom,
118201316,San Shing Fastech Corp.,Taiwan,Tainan
118202197,Independent Researcher,Cambodia,Phnom Penh
118202249,Southeast Asian Fisheries Development Centre/Aquaculture Department (SEAFDEC/AQD),Philippines,
118204127,School of Natural Resources,China,Beijing
118204212,Department of Pathobiology and Population Sciences,United Kingdom,London
118204295,Center for Genomic Medicine,United States,Boston
118204428,Department of Pharmacology,Ethiopia,Dire Dawa
118204429,Department of Clinical Pharmacy,Ethiopia,Dire Dawa
118204430,Directorate General of Strategic Interventions in Public Health,Peru,Lima
118204434,Department of Management,Philippines,Miagao
118204813,Centre for Clinical Research,United States,Nairobi
118206023,Department of School Pedagogy,Germany,Greifswald
118206366,Independent Consultant,Netherlands,Leiden
118208572,Bureau of Fisheries and Aquatic Resources National Freshwater Fisheries Technology Center Muñoz Science City,Philippines,
118208674,Confederation of Meningitis Organisations (CoMO),United Kingdom,Bristol
118208885,Center for Infectious Disease Research in Zambia,Zambia,
118208947,National Centre for Register-based Research,United States,
118209449,Military Hospital of Yaoundé,Cameroon,
118210447,Bertha Centre for Social Innovation and Entrepreneurship,South Africa,Cape Town
118210684,Department of Global Health Nursing,Japan,Tsukuba
118216060,MedPharmics,United States,Metairie
118219400,Shell E and P Technology and Applied Research,Netherlands,Rijswijk
118220094,Department of Research,Singapore,Singapore City
118221999,"Abteilung für Orthopädie, Unfall- und Wiederherstellungschirurgie",Germany,Wurzburg
118225841,Shell Espana NV,Spain,Madrid
118225891,Shell United Kingdom,United Kingdom,
118228985,Department of Pediatric Hepatology,India,New Delhi
118230087,College of Computer Science,Philippines,Manila
118230282,Mary Medical Centre in Groenkloof,South Africa,Pretoria
118230824,Regional Economic Monitoring Unit,Philippines,
118230937,La Clinique de l'Amitié à Ouagadougo,Burkina Faso,
118230961,DMC BundangJesaeng Hospital,South Korea,Seoul
118231007,Lotte Economic Research Center,South Korea,
118231183,BGC,Philippines,Manila
118231186,Head Early Warning System Team Korea Center for International Finance,South Korea,
118231266,Daegu Fatima Hospital,South Korea,Daegu
118231430,College of Computer Studies,Philippines,Laguna
118231460,Korea Center for International Finance,South Korea,
118232380,St. Luke's Medical Centre,Philippines,Manila
118232578,Early Warning System Team,South Korea,
118241926,School of Capitol University,Philippines,
118242106,Ridley Engineering,United Kingdom,Maidenhead
118242653,Bureau of Fire Protection,Philippines,
118244284,FAST School of Management,Pakistan,Lahore
118244291,Department of Electrical and Electronic Engineering,Philippines,Iligan
118244373,Department of Nutrition and Dietetics,Ethiopia,Makale
118247905,De la Salie University Manila,Philippines,Manila
118248333,Patient and Population Health Division (Dental Public Health),United Kingdom,London
118248688,Department of ECE and CpE,Philippines,
118250041,Institute of Public Health,Malaysia,Kuala Lumpur
118250068,Cardiovascular Prevention Centre Udine,Italy,
118250102,Vietnam Academy of Agricultural Sciences,Viet Nam,Hanoi
118250136,University of the Philippines School of Economics,Philippines,
118250824,Shantha Biotechnics Private Limited,India,
118250857,Aklan State University,Philippines,
118251113,College of Fisheries and Marine Sciences,Philippines,
118251441,Global Schistosomiasis Alliance and Public Health Laboratory Ivo de Carneri,Tanzania,
118251453,Levy Mwanawasa Medical University,Zambia,Lusaka
118254945,Surigao Del Sur State University,Philippines,Sur
118255326,Manila Ocean Park,Philippines,Manila
118255452,World Wildlife Fund,United Kingdom,Woking
118255632,Regional Crop Protection Center -Region IV-CALABARZON,Philippines,Laguna
118255653,Enteria Grün Energietechnik,Philippines,
118257183,Department of Electrical and Electronic Engineering,India,Sambalpur
118257997,Schools Division of Misamis Occidental,Philippines,
118258116,"Lucena, Inc",Philippines,
118258151,Limited,India,Hyderabad
118258192,Hawk Mountain Sanctuary,United States,
118258483,Indonesian Cereals Research Institute (ICERI),Indonesia,No
118258563,A&A Knowledge Base Research Consultancy and Training Inc.,Philippines,
118258627,Don Bosco Technical Institute of Makati,Philippines,
118258703,Far Eastern University Sen,Philippines,
118258808,3St. Anne College,Philippines,
118259088,St. Anne College,Philippines,
118259864,Faculty of Environment and Resource Studies,Thailand,Nakhon Pathom
118260326,College of Sciences,Philippines,Manila
118260862,Society and Ethics Research,United Kingdom,Cambridge
118264294,Centro Nacional de Investigaciones de Café (Cenicafé),Colombia,Manizales
118265279,Stellenboesch University,South Africa,Cape Town
118267682,Agency for Care Effectiveness,Singapore,Singapore City
118268268,"Mohri Architecture and Associates, Inc.",Japan,Tokyo
118269850,Division of Global Forestry,South Korea,Seoul
118272805,Hôpital Pierre-Le Gardeur,Canada,Quebec
118273194,Familial Hypercholesterolemia Foundation,United States,Pasadena
118274406,Department of Biostatistics and Biomedical Informatics,United States,Columbia
118275040,Pilipinas Shell Petroleum Corporation,Philippines,Makati
118275203,Philipinas Shell Petrol. Corporation,Philippines,Batangas City
118276857,College of Arts and Sciences,Philippines,Miagao
118276858,College of Arts and Sciences,Philippines,Los Banos
118276859,College of Arts and Sciences,Philippines,Manila
118278163,Universidade Federal,Brazil,Porto Alegre
118282004,UMR 5516,France,Saint-Etienne
118282159,Department of Chemical and Biochemical Engineering,United States,Iowa City
118282741,Department of Botany II,Germany,Wurzburg
118287357,Technological Institute of the Philippine,Philippines,Manila
118289329,College of Arts and Sciences,Philippines,Quezon City
118292387,Department of Pediatrics,Spain,Malaga
118293211,"Federal Institute of Education, Science and Technology of Ceará",Brazil,Ceara
118294694,Physical Medicine and Rehabilitation,Philippines,Laguna
118294894,Department of Radiation Oncology,France,Saint-Herblain
118297071,Takeda Vaccines,United States,Boston
118297321,Section of Pulmonary Medicine,Philippines,Pasig
118298127,Takeda Farmacêutica,Brazil,Rio de Janeiro
118300337,Aquatic Research Facility,United Kingdom,Derby
118302609,"Luke Foundation, Inc.",Philippines,
118304288,Single Cell Network Research Center,South Korea,Suwon
118306901,Psychiatric Hospital Idria,Slovenia,
118307522,Energy and Emerging Technology Research and Development,Philippines,Taguig
118307944,Defence Services Medical Research Centre (DSMRC),Myanmar,
118308599,Department of Science and Technology,Philippines,Taguig
118309699,Philipine Carabao Center,Philippines,Baybay/Tacloban
118309816,College of Sciences,Philippines,Cebu
118310148,University Consortium Americas,Philippines,
118315301,Department of Beauty Science,Taiwan,Taichung
118318369,School of Public Health,Japan,No
118321055,Graduate School of Emergency Medical System,Japan,Tokyo
118322130,Soil and Environmental Sciences Division,Pakistan,Faisalabad
118322671,National Malaria Control Program,Indonesia,Jakarta
118322834,Ministry of Education Building No 1,Laos,Vientiane
118322971,Global Clinical Operations,Malaysia,Selangor
118323016,University of Medicine 1,Myanmar,No
118323057,"Brokenshire Integrated Health Ministries, Inc.",Philippines,
118323125,Ministry of Health in Bhutan,Bhutan,
118323151,"National Institute of Malaria, Parasitology, and Entomology (NIMPE)",Viet Nam,
118323273,National Malaria Control Programme,Vanuatu,
118323336,Social Basic Services Bureau of West Java,Indonesia,Bandung
118323418,National Malaria Control Programme,Papua New Guinea,
118323539,National Center for Entomology Parasitology and Malaria Control,Laos,Vientiane
118324281,Department of Preschool and Primary Education,Laos,Vientiane
118324693,Governor’s Office,Indonesia,Bandung
118329761,Global Plant Council,United Kingdom,London
118329766,Bahol University of Medical Sciences,Philippines,
118330834,Bahol University of Medical Sciences,Iran,
118331348,Post-graduate Program in Epidemiology,United States,
118335157,Swadaya Gunung Jati University,Indonesia,
118335276,Polysolar Limited,United Kingdom,Cambridge
118337101,Department of Cancer Control and Population Health,South Korea,Goyang
118342872,CHC Liège,Belgium,Liege
118344681,Department of Hydrology and Atmospheric Sciences,United States,Tucson
118346790,Consultant,Philippines,
118347293,Coral Triangle Conservancy,Philippines,Taguig
118348868,Drug Research Program,Finland,Helsinki
118349642,Center for Thermometry,South Korea,Yusong
118349861,Kigezi Healthcare Foundation,Uganda,Mbarara
118349985,School of Teacher Education,Philippines,Baguio City
118350347,Ministerio de Salud de la Nación,Argentina,Buenos Aires
118350373,Global Network of People Living with HIV,South Africa,Cape Town
118354459,Chókwè Health Research and Training Centre,Mozambique,
118354603,University of Philippines Visayas Tacloban College,Philippines,Tacloban
118355048,National Cardiology Institute,Viet Nam,Hanoi
118355873,Department of Cardiology,Indonesia,Jakarta
118355960,Department of Cardiology,Viet Nam,Ho Chi Minh City
118356579,Department of Cardiology,Viet Nam,Hanoi
118356879,Department of Cardiology,Thailand,Chiang Mai
118357005,Servicio de Infectología,Spain,Cordoba
118358636,Centre for Conscious Living Foundation Inc.,Philippines,Manila
118359678,East West Seed Indonesia,Indonesia,
118359928,Department of Surgery,South Korea,Daegu
118361378,Department of Neonatology,South Korea,Seongnam
118362026,Leras Afrique,Benin,Cotonou
118362061,Faculty of Health Sciences and Social Work,Slovakia,
118362067,Ecoleaders Inc.,Philippines,Quezon City
118362102,"Safety and Environmental Management Consultancy Services, Inc.",Philippines,
118362417,GBS-CIDP International Foundation,Turkey,Menemen
118362453,Instituto de Investigación Sanitaria y Biomédica de Alicante (ISABIAL),Spain,Alicante
118362624,Women & Children’s Hospital of Buffalo,United States,
118362907,Endocrinology and Metabolism Population Sciences Institute,Iran,
118362943,NIHR Musculoskeletal Biomedical Research Centre,United Kingdom,
118362981,Bindura,Zimbabwe,
118363032,Diabetes Research Society,India,Hyderabad
118363097,Health Systems and Policy Research Unit,Nigeria,Zaria
118363134,Digestive Diseases Research Institute,United States,
118363316,Environment Related Disease Division,Philippines,
118364513,Department of Health,Philippines,
118365057,Boeing Network and Space Systems,United States,Kirtland
118372392,Pediatric Infectious Diseases and Immunodeficiencies Unit,Spain,Barcelona
118372901,Department of Chemical Engineering,Philippines,Cabuyao
118380639,International Center for Agricultural Research in the Dry Areas (ICARDA),Morocco,Rabat
118383127,Biochemistry and Pathology,New Zealand,Dunedin
118384319,Abe Internal Medicine Clinic,Japan,Kobe
118384653,Centro Oncológico Riojano Integral,Argentina,La Rioja
118384670,Patient representative,Netherlands,Ridderkerk
118391048,Environmental and Conservation Sciences,Australia,Perth
118392782,Baxter Servicio al Cliente Colombia,Colombia,Medellin
118392908,Public Health Directorate,Vanuatu,
118393044,Nirmal Hospital Pvt Ltd,India,Surat
118398339,Malaria Elimination Initiative,United States,San Francisco
118401390,School of Information,United States,Tallahassee
118409195,Statistics and Computer Science,South Africa,Durban
118411083,Facultad de Ciencias Agrícolas,Bolivia,Santa Cruz
118411702,Ministry of Health of Malaysia,Malaysia,Putrajaya
118411912,Divine Word Seminary,Philippines,
118412042,CNHU Hubert Maga,Benin,
118412203,Husada Medical Hospital,Indonesia,
118412376,Onnuri Community Church,South Korea,Seoul
118413355,Presbyterian General Assembly Theological Seminary,South Korea,Seoul
118414769,Satoumi.co & CV Evadian,Indonesia,Makassar
118415620,Gasrtrointestinal Center and Institute of Minimally-Invasive Endoscopic Care (iMEC),Japan,Kobe
118416774,Center for Children’s Surgery,United States,Aurora
118417946,Ministry of Fisheries and Marine Resources,Sierra Leone,
118418626,Finance and Accounting Department,Philippines,Makati
118419172,College of Computer Studies,Philippines,Manila
118419780,Myocardial Pathophysiology Area,Spain,Madrid
118422063,Department of Public Health,South Africa,Nairobi
118422298,International Consortium on Landslides,Japan,Kyoto
118422832,Division of Nephrology,Macao,Macau
118423148,African Forest Forum,Kenya,Nairobi
118423924,Jaringan Gaya Warna Lentera (Jaringan GWLINA),Indonesia,
118423928,Ashar Alo Society Bangladesh,Bangladesh,
118423929,National Association of PHILV Nepal,Nepal,
118424263,Global Failure Analysis,Philippines,
118424699,St-Jerome Medical Research Inc.,Canada,
118424781,Global Failure Analysis Analog Devices General Trias (ADGT),Philippines,
118424890,Pinoy Plus Association Philippines,Philippines,
118425047,Product Engineering,Philippines,
118425057,Open Source Electronic Health Record Alliance (OSEHRA),United States,Arlington
118425700,Product Engineering,United States,Hillsboro
118425706,LifeLabs,Canada,Toronto
118425933,Association of People Living with HIV/AIDS Lao People's Democratic Republic,Laos,
118426126,Hospital Mar,Spain,Barcelona
118426129,Association of People Living with HIV Pakistan,Pakistan,
118427985,Hepatology Department,Viet Nam,Ho Chi Minh City
118428407,West Common,United Kingdom,Harpenden
118430729,Magnum Piering Inc.,United States,Loveland
118430933,Environmental Management Bureau,Philippines,Quezon City
118431483,Del Monte Philippines Inc.,Philippines,
118431521,Asian Farmers' Association for Sustainable Rural Development (AFA),Philippines,Quezon City
118431560,Aliansi Petani Indonesia,Indonesia,Flores
118432957,Department of Environment and Natural Resources,Philippines,Quezon City
118433205,Industrial Engineering Department De,Philippines,Laguna
118433269,Department of Geomatics and Analytics,Philippines,
118433714,Department of Agricultural Engineering,Philippines,
118434563,Département Homme et Environnement,France,Paris
118434888,Engineering Graduate Program,Philippines,Cebu
118436248,Coldstream,Canada,
118436423,Ethiopia Public Health Institute,Ethiopia,Addis Ababa
118438654,Tissue Repair and Translational Physiology Program,Australia,Brisbane
118440045,UPLB College,Philippines,Laguna
118440400,Public Risk Management Institute,Canada,Mississauga
118440630,ISUPNAT,France,
118440888,Financial Consumer Protection Department,Philippines,
118440902,Unaffilated,Denmark,Copenhagen
118441106,Unaffiliated,Switzerland,Basel
118441442,Bayesic Research,United States,Ithaki
118442977,IPM Innovation Lab,Bangladesh,Gazipur
118444754,Center for Nuclear Reactor Technology and Safety,Indonesia,Tangerang
118444801,Hellenic Centre for Marine Science (HCMR),Greece,Heraklion
118445093,Bill and Melinda Gates Foundation,United Kingdom,London
118445099,Philippine Academy of Family Physicians,Philippines,Manila
118446961,"Department of Chemistry, Life Sciences and Environmental Sustainability",Italy,Parma
118448282,NAJP,United States,
118448440,Hospital HIGA San Martín,Argentina,Buenos Aires
118451575,Department of Psychology,Philippines,Cebu
118451864,European Liver Patients' Association,Belgium,Brussels
118451902,Student Research Committee,Iran,Babol
118452152,Meningitis Research Foundation,United Kingdom,Bristol
118453362,City Museum of Cagayan de Oro,Philippines,Cagayan de Oro City
118453545,NCR,Philippines,Manila
118453766,Compusharp/ABB,United States,Santa Clara
118453890,Mogpog Municipal Health Office,Philippines,Manila
118455844,Programmer Analyst,United States,Santa Clara
118456897,Faculty of Medicine in Hradec Kralove,Czech Republic,Prague Praha
118456982,Xiamen Key Laboratory for Plant Genetics,China,Xiamen
118457588,Frontier College,South Korea,Incheon
118457759,School of Biological Sciences and Institute of Agriculture,Australia,Perth
118457915,Epidemiology and Population Health,Indonesia,Yogyakarta
118469469,Surigao City,Philippines,
118469793,National Nutrition Council,Philippines,
118469847,Nutrition Services,Philippines,
118469890,OMNI,Philippines,
118470070,Davao,Philippines,
118471944,Environmental and Economics Centre for Studies,Philippines,Quezon City
118475023,Campbell Collaboration,India,New Delhi
118479991,Innovation Systems for the Drylands (ISD),India,Patancheru
118480685,School of Population and Global Health,Australia,Perth
118481114,Department of Chemistry,Philippines,Batangas City
118481115,College of Agriculture,Philippines,Iloilo
118481693,Inst. of Hygiene and Public Health,Italy,Cagliari
118482306,I.T. Interaction Philippines,Philippines,
118482429,EM2A Partners and Co.,Philippines,Quezon City
118482753,Sarmap,Switzerland,
118485988,Department of Environmental Sciences,Philippines,Musuan
118485989,Department of Forest Resources Management,Philippines,Musuan
118485992,"Department of Health Systems, Impact Evaluation and Policy",Tanzania,Ifakara
118486140,School of Electrical,Philippines,Manila
118486669,Technical Advisory Group on NCDs at the International Pediatric Association,United States,
118486812,"Health Partners, LLC",United States,
118488379,Department of Chemistry,Philippines,Musuan
118488381,Center for Research in Energy Systems and Technologies,Philippines,Cebu
118488485,Maharaja Agrasen Hospital,India,New Delhi
118488486,CELLTRION Healthcare Co. Ltd,South Korea,Incheon
118489235,Interdisciplinary Center Herzlyia,Israel,
118489679,Jawaharlal Nehru Krishi Viswa Vidyalaya,India,Rewa
118489973,Ministry of Health,Italy,Livorno
118490076,Cordelia Foundation,Hungary,Debrecen
118490509,Goodwill Research Limited,Hungary,Debrecen
118490823,Ministry of Education-Regional Education,Swaziland,
118492374,Culture and Tourism,Laos,Vientiane
118494672,Division of Computational Physics,Viet Nam,Ho Chi Minh City
118495142,Sam Ratulangl University,Indonesia,
118495835,Dumaguete City,Philippines,
118495901,Neusoft Institute,China,
118496240,Judith Lumley Centre,Australia,Melbourne
118496574,Satoumi.co,Indonesia,Makassar
118498410,Graduate School,Philippines,
118500092,Cataract and Refractive Surgery Services,India,New Delhi
118500179,Department of Public Health Solutions,Finland,Helsinki
118502139,Ohara Healthcare Foundation,Japan,Kurashiki
118502957,Apex HiPoint,United Kingdom,
118503010,Duncan Vancouver Island,Canada,Vancouver
118504511,Department of Medical Oncology,Ireland,Dublin
118504680,FishBase Information and Research Group,Philippines,Makati
118505256,Samostatna Ordinace Praktickeho Lekare Pro Deti a Dorost,Czech Republic,
118505781,Research and Conservation,United States,Portland
118506007,Klinik und Poliklinik für Neurologie,United States,
118506691,Tropical Conservation Biology and Environmental Science Graduate Program,United States,Hilo
118507159,Center for Analytical Techniques,Viet Nam,Dalat
118507160,Associate Professor of Anatomy and Clinical Associate Professor of Otorhinolaryngology,Philippines,Manila
118507617,CDC India,India,New Delhi
118508622,Division of Research and Development,Philippines,Manila
118509142,Environmental Leadership and Training Initiative,United States,New Haven
118509376,Departments of Pediatrics and Global Health,United States,Seattle
118509469,Monash Infrastructure,Australia,Melbourne
118509859,Metabolic Pathways and Cardiovascular Therapeutic Area,United States,Philadelphia
118511660,MIT St. Dominic College of Asia,Philippines,
118513427,Ecology and Cultivation (The Middle Reaches of Yangtze River),China,Wuhan
118513488,Master Program of Industrial Engineering,Indonesia,Surakarta
118513792,Colleges of Teacher Education and Advanced Studies,Philippines,
118513904,Bangbangolan National High,Philippines,School
118514180,Department of Education,Philippines,School
118520707,Philippine Center for Investigative Journalism,Philippines,
118529844,Sparrow Clinical Research Institute,United States,Lansing
118531407,Ecosystems Improved for Sustainable Fisheries,Philippines,Occidental
118531751,Université de La Réunion,French Polynesia,Papeete
118532592,Centre for International Sustainable Development Law (CISDL) & Institute of Arctic Ecophysiology,Canada,
118533601,Silicon Valley Polytechnic,United States,
118533619,Condensed Matter Physics Laboratory,Philippines,Manila
118534875,College of Agriculture and Home Science,Philippines,
118535585,Department of Physics,Philippines,Manila
118536163,Plant Science and Biodiversity Centre,Slovakia,Bratislava
118536783,Key Laboratory for Crop System Analysis and Decision Making,China,Nanjing
118536811,Department of Chemical and Molecular Engineering,South Korea,Seoul
118537506,Department of Chemical Engineering,Philippines,Baguio City
118547082,Springfield MEDCL CTR,United States,Panama City
118547369,Taguig City,Philippines,Taguig
118555174,Fundación para el Fomento de la Investigación Sanitaria y Biomédica de la Comunitat Valenciana,Spain,Valencia
118555676,Valley Clinical Trials,United States,Northridge
118573464,St Lukes Wood River Medical Center,United States,
118575539,National Institute of Medical Statistics,India,New Delhi
118577252,Faculty of Nursing,Jordan,Zarqa
118577920,Department of Archaeology,Germany,Jena
118578385,Faculty of Medicine,Spain,Pozuelo de Alarcon
118579081,Les Mandinaux,France,
118579845,Jinnah Teaching Hospital,Pakistan,Peshawar
118579961,Depto. Alto,Paraguay,Parana
118580438,Bonifacio Global City,Philippines,
118580837,Virinchi Hospitals,India,Hyderabad
118580848,DAPO,Philippines,Manila
118580899,Eleison Foundation,Philippines,Cebu
118581206,"Tohoku Bio-Array Co., Ltd.",Japan,Sendai
118581350,Nueva Ecija University of Science and Technology (NEUST),Philippines,
118584508,Teshio Experimental Forest,Japan,Sapporo
118585436,Environment and Social Medicine,Indonesia,Yogyakarta
